Status,Lift Name,Type,Capacity,Vertical Rise,Length,Line Speed,Drive,Ride Time,Resort,State,Ikon,Epic,Price,Season,Beginner slopes,Intermediate slopes,Difficult slopes,Total slopes,Longest run,Lift capacity,Nightskiing,Summer skiing
Operating,Hodag,Quad,2200,695,2127,450,Top,4.7,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Manzanita,Triple,1800,373,1711,450,Bottom,3.8,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Manzanita,Triple,1800,373,1711,450,Bottom,3.8,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Manzanita,Triple,1800,373,1711,450,Bottom,3.8,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Blue,Double,1200,1156,4120,,Bottom,,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Blue,Double,1200,1156,4120,,Bottom,,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Blue,Double,1200,1156,4120,,Bottom,,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Buttercup,Quad,2067,153,982,400,Top,2.5,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Buttercup,Quad,2067,153,982,400,Top,2.5,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Buttercup,Quad,2067,153,982,400,Top,2.5,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Cascade Express,High Speed Quad,2800,1391,5561,1000,,5.6,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Cascade Express,High Speed Quad,2800,1391,5561,1000,,5.6,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Cascade Express,High Speed Quad,2800,1391,5561,1000,,5.6,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Daisy,Double,1616,675,3505,500,Bottom,7,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Daisy,Double,1616,675,3505,500,Bottom,7,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Daisy,Double,1616,675,3505,500,Bottom,7,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Easy Rider,Double,1200,433,2341,450,,5.2,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Easy Rider,Double,1200,433,2341,450,,5.2,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Easy Rider,Double,1200,433,2341,450,,5.2,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Heather Canyon,Double,,705,,,Top,6.5,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Heather Canyon,Double,,705,,,Top,6.5,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Heather Canyon,Double,,705,,,Top,6.5,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Hood River Express,High Speed Quad,1840,1405,5945,1100,Top,5.4,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Hood River Express,High Speed Quad,1840,1405,5945,1100,Top,5.4,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Hood River Express,High Speed Quad,1840,1405,5945,1100,Top,5.4,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Mount Hood Express,High Speed Quad,2800,1180,4460,1000,Top,4.5,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Mount Hood Express,High Speed Quad,2800,1180,4460,1000,Top,4.5,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Mount Hood Express,High Speed Quad,2800,1180,4460,1000,Top,4.5,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Shooting Star Express,High Speed Quad,2180,935,4229,1200,Top,3.5,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Shooting Star Express,High Speed Quad,2180,935,4229,1200,Top,3.5,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Shooting Star Express,High Speed Quad,2180,935,4229,1200,Top,3.5,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Stadium Express,High Speed Quad,2000,581,2800,1000,Bottom,2.8,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Stadium Express,High Speed Quad,2000,581,2800,1000,Bottom,2.8,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Stadium Express,High Speed Quad,2000,581,2800,1000,Bottom,2.8,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Vista Express,High Speed Quad,1963,1119,5494,1200,Bottom,4.6,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Vista Express,High Speed Quad,1963,1119,5494,1200,Bottom,4.6,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Vista Express,High Speed Quad,1963,1119,5494,1200,Bottom,4.6,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Cascade,Double,1150,,1904,450,Bottom,4.2,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Cascade,Double,1150,,1904,450,Bottom,4.2,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Cascade,Double,1150,,1904,450,Bottom,4.2,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Lower Bowl,Double,1150,716,3480,500,Bottom,7,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Lower Bowl,Double,1150,716,3480,500,Bottom,7,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Lower Bowl,Double,1150,716,3480,500,Bottom,7,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Multorpor,Double,,,,,Bottom,,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Multorpor,Double,,,,,Bottom,,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Multorpor,Double,,,,,Bottom,,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Upper Bowl,Double,1120,,,450,Bottom,,mt hood,or,0,0,76,November - April,13,45,31,89,4,20603,Yes,No
Operating,Upper Bowl,Double,1120,,,450,Bottom,,mt hood,or,0,0,45,November - April,15,15,35,65,3,6500,Yes,No
Operating,Upper Bowl,Double,1120,,,450,Bottom,,mt hood,or,0,0,26,December - April,2,2,0,4,1,1200,No,No
Operating,Chairlift,Double,,,,,Bottom,,mt itasca,mn,0,0,,,,,,,,,,
Operating,Poma,Platter,,,,,Bottom,,mt itasca,mn,0,0,,,,,,,,,,
Operating,Green,T-Bar,,,,,Bottom,,mt jefferson,me,0,0,,,,,,,,,,
Operating,Chair 1,Double,,,,,Bottom,,mt kato,mn,0,0,,,,,,,,,,
Operating,Chair 2,Quad,1950,192,704,360,Bottom,2,mt kato,mn,0,0,,,,,,,,,,
Operating,Chair 3,Quad,1950,177,611,360,Bottom,1.7,mt kato,mn,0,0,,,,,,,,,,
Operating,Chair 4,Double,1000,86,647,340,Bottom,1.9,mt kato,mn,0,0,,,,,,,,,,
Operating,Chair 5,Double,1200,162,1159,400,Bottom,2.9,mt kato,mn,0,0,,,,,,,,,,
Operating,Chair 6,Quad,,,,,Bottom,,mt kato,mn,0,0,,,,,,,,,,
Operating,Chair 7,Quad,2150,192,969,370,Bottom,2.6,mt kato,mn,0,0,,,,,,,,,,
Operating,Chair 8,Quad,,,,,Bottom,,mt kato,mn,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,,,,,,,mt mancelona,mi,0,0,,,,,,,,,,
Operating,Ol' Pete,Double,1200,253,1270,465,Bottom,2.7,mt peter,ny,0,0,,,,,,,,,,
Operating,The Comet,Double,,,,400,Bottom,,mt peter,ny,0,0,,,,,,,,,,
Operating,The Patriot,Quad,1600,233,1242,375,Bottom,3.3,mt peter,ny,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,810,307,1546,433,Bottom,3.6,mt pisgah,ny,0,0,,,,,,,,,,
Operating,Beginner,Platter,600,40,212,492,Bottom,0.4,mt pleasant of edinboro,pa,0,0,,,,,,,,,,
Operating,Highlander's,Triple,1200,315,2074,450,Bottom,4.6,mt pleasant of edinboro,pa,0,0,,,,,,,,,,
Operating,Goldbelt Tram,Tram 60,1050,1746,3098,1968,Bottom,1.1,mt roberts tramway,ak,0,0,,,,,,,,,,
Operating,Chuter,Quad,2400,526,2360,450,Top,5.2,mt rose,nv,0,0,93,November - April,20,30,50,100,3,15000,No,No
Operating,Galena,Triple,1800,389,2833,450,Bottom,6.3,mt rose,nv,0,0,93,November - April,20,30,50,100,3,15000,No,No
Operating,Lakeview Express,High Speed Quad,2400,1056,3388,1000,Bottom,3.4,mt rose,nv,0,0,93,November - April,20,30,50,100,3,15000,No,No
Operating,Northwest Express,High Speed Six,3000,1315,3932,1100,Top,3.6,mt rose,nv,0,0,93,November - April,20,30,50,100,3,15000,No,No
Operating,Wizard,Quad,,,,,Bottom,,mt rose,nv,0,0,93,November - April,20,30,50,100,3,15000,No,No
Operating,Zephyr Express,High Speed Six,2400,1303,3938,1100,Top,3.6,mt rose,nv,0,0,93,November - April,20,30,50,100,3,15000,No,No
Operating,Coyote,Triple,1800,1117,3501,500,Bottom,7,mt shasta,ca,0,0,,,,,,,,,,
Operating,Douglas,Triple,1800,1112,3206,500,Bottom,6.4,mt shasta,ca,0,0,,,,,,,,,,
Operating,Gray Butte,Quad,1700,1155,4222,450,Bottom,9.4,mt shasta,ca,0,0,,,,,,,,,,
Operating,Marmot,Triple,1800,688,3590,500,Bottom,7.2,mt shasta,ca,0,0,,,,,,,,,,
Operating,Triple,Triple,,,,,Bottom,,mt ski gull,mn,0,0,,,,,,,,,,
Operating,Bear Trap,Double,1000,373,977,500,Top,2,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Bluebird Express,High Speed Six,2400,1604,7236,1000,Top,7.2,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Canyon Express,High Speed Quad,2700,1007,5506,1100,Top,5,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Challenger,Triple,1980,1024,3700,560,Top,6.6,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Discovery Shuttle,Triple,1000,45,350,300,Top,1.2,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Ego Alley,Triple,2000,1006,4806,550,Top,8.7,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Grand Summit Express,High Speed Quad,3000,1600,7320,1000,Top,7.3,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Heavy Metal,Triple,1200,574,3239,450,Top,7.2,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Nitro Express,High Speed Quad,2100,992,5029,900,Top,5.6,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Outpost,Triple,1000,1050,3939,,Top,,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Seasons,Double,1200,80,485,340,Bottom,1.4,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Sunbrook Express,High Speed Quad,2400,896,4392,1000,,4.4,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Sundance Express,High Speed Six,3000,1434,6915,1000,,6.9,mt snow,vt,0,1,81,November - April,6,46,8,60,0,27000,No,No
Operating,Avalanche,Double,1000,,,,Bottom,,mt southington,ct,0,0,,,,,,,,,,
Operating,Northstar,Double,1200,,,,Bottom,,mt southington,ct,0,0,,,,,,,,,,
Operating,Stardust,Triple,1800,345,2156,450,Bottom,4.8,mt southington,ct,0,0,,,,,,,,,,
Operating,Thunderbolt,Triple,1500,,,,Bottom,,mt southington,ct,0,0,,,,,,,,,,
Operating,1 Vista Cruiser,Double,,1530,4380,,Top,,mt spokane,wa,0,0,,,,,,,,,,
Operating,2 Illuminator,Double,,1298,3780,,Bottom,,mt spokane,wa,0,0,,,,,,,,,,
Operating,3 Parkway Express,Double,1200,924,3745,450,Bottom,8.3,mt spokane,wa,0,0,,,,,,,,,,
Operating,4 Hidden Treasure,Double,1160,1473,4188,450,Top,9.3,mt spokane,wa,0,0,,,,,,,,,,
Operating,5 Beginner's Luck,Double,1200,165,1115,300,Top,3.7,mt spokane,wa,0,0,,,,,,,,,,
Operating,6 Northwood,Triple,1200,1439,4612,500,Top,9.2,mt spokane,wa,0,0,,,,,,,,,,
Operating,Chair 1,Double,1200,911,2059,400,Bottom,5.1,mt waterman,ca,0,0,,,,,,,,,,
Operating,Chair 2,Double,,,,,Top,,mt waterman,ca,0,0,,,,,,,,,,
Operating,Chair 3,Double,1200,410,1057,410,Top,2.6,mt waterman,ca,0,0,,,,,,,,,,
Operating,Chairlift,Double,1200,296,1625,460,Bottom,3.5,mt zion,mi,0,0,,,,,,,,,,
Operating,Fat Bird Flyer,Quad,1200,301,2045,425,Bottom,4.8,mystic mountain at nemacolin woodlands,pa,0,0,,,,,,,,,,
Operating,Chief,Triple,1800,235,1018,375,Bottom,2.7,nashoba valley,ma,0,0,,,,,,,,,,
Operating,Snowdance,Double,1000,,,,Bottom,,nashoba valley,ma,0,0,,,,,,,,,,
Operating,Sundance,Triple,1500,,,,Bottom,,nashoba valley,ma,0,0,,,,,,,,,,
Operating,Wardance,Triple,1500,,,,Bottom,,nashoba valley,ma,0,0,,,,,,,,,,
Operating,Broadway Skyliner,Double,1960,7.5,1400,200,West,7,new york state fairgrounds,ny,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,,,,,Bottom,,newcomb,ny,0,0,,,,,,,,,,
Operating,Apollo,Double,1000,1110,3113,410,Bottom,7.6,nordic valley,ut,0,0,,,,,,,,,,
Operating,Bridger,Double,800,244,1309,350,Bottom,3.7,nordic valley,ut,0,0,,,,,,,,,,
Operating,Crocket,Triple,,,,,Top,,nordic valley,ut,0,0,,,,,,,,,,
Operating,Nordic Express,High Speed Six,2000,1384,4213,1000,Top,4.2,nordic valley,ut,0,0,,,,,,,,,,
Operating,John Pierson,T-Bar,,,,,Bottom,,northeast slopes,vt,0,0,,,,,,,,,,
Operating,,T-Bar,1200,294,2090,300,,7,northern warfare training center,ak,0,0,,,,,,,,,,
Operating,Arrow Express,High Speed Quad,2800,535,3114,889,Bottom,3.5,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Backside Express,High Speed Quad,2570,1846,6034,1000,Top,6,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Big Springs Gondola,Gondola 6,,,,,Top,,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Comstock Express,High Speed Six,3200,1245,5632,1000,Top,5.6,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Highlands Gondola,Pulse Gondola,440,584,3450,800,Bottom,4.3,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Lookout Link,Platter,600,121,1290,400,Top,3.2,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Martis Camp Express,High Speed Quad,2400,1254,3175,1000,Top,3.2,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Promised Land Express,High Speed Quad,2400,1453,4673,1000,Top,4.7,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Rendezvous,Triple,1800,646,2920,450,Bottom,6.5,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Tahoe Zephyr Express,Chondola 6/8,2400,1064,5106,1000,Top,5.1,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,The Big Easy,Quad,2372,160,1036,400,Bottom,2.6,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Timberline,Triple,,,,,Top,,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Village Express,High Speed Quad,2400,690,4622,1000,Top,4.6,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Vista Express,High Speed Quad,2800,1176,5611,1000,Bottom,5.6,northstar,ca,0,1,120,November - April,25,45,27,97,4,28002,No,No
Operating,Black,Quad,2400,293,1459,400,Bottom,3.6,nubs nob,mi,0,0,,,,,,,,,,
Operating,Brown,Triple,1800,312,1744,425,Bottom,4.1,nubs nob,mi,0,0,,,,,,,,,,
Operating,Gray,Triple,,,,,Bottom,,nubs nob,mi,0,0,,,,,,,,,,
Operating,Green,Quad,2400,398,1735,400,Top,4.3,nubs nob,mi,0,0,,,,,,,,,,
Operating,Orange,Triple,1800,380,2273,425,Top,5.3,nubs nob,mi,0,0,,,,,,,,,,
Operating,Purple,Double,900,256,1290,500,Bottom,2.6,nubs nob,mi,0,0,,,,,,,,,,
Operating,Red,Quad,2400,287,1621,425,Bottom,3.8,nubs nob,mi,0,0,,,,,,,,,,
Operating,Yellow,Triple,1800,376,1370,400,Bottom,3.4,nubs nob,mi,0,0,,,,,,,,,,
Operating,Einstein's Express,Quad,1400,621,3005,450,Bottom,6.7,oak mountain,ny,0,0,,,,,,,,,,
Operating,California Trail,Gondola 8,1200,308,1840,600,Top,3.1,oakland zoo,ca,0,0,,,,,,,,,,
Operating,Skyride,Triple,,,,,Bottom,,oakland zoo,ca,0,0,,,,,,,,,,
Operating,Black Ridge,Triple,1800,718,2779,500,Bottom,5.6,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Coleman Brook Express,High Speed Quad,2400,390,2530,1000,Top,2.5,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Evergreen Summit Express,High Speed Quad,2180,1020,4131,1000,Bottom,4.1,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Glades Peak,Quad,2300,1023,3926,500,Bottom,7.9,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Morning Star,Triple,1800,718,2779,500,Bottom,5.6,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Quantum Six,High Speed Six,3000,1261,4938,1000,Bottom,4.9,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Sachem,Quad,2100,967,4535,500,Bottom,9.1,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Solitude Express,High Speed Quad,2400,1115,4744,1000,Bottom,4.7,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,South Face Express,High Speed Quad,2400,1070,4662,1100,Top,4.2,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,South Ridge A,Quad,2400,416,2673,500,Bottom,5.3,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,South Ridge B,Quad,2400,414,2743,450,Bottom,6.1,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Sunburst Six,High Speed Six,3000,1670,6617,1000,Top,6.6,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,Sunshine,Quad,2400,454,2774,450,Bottom,6.2,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,The Pull,Platter,450,250,1050,,Bottom,,okemo,vt,0,1,86,November - April,22,26,22,70,0,29050,Yes,No
Operating,FairLift,Double,,,,,South,,oregon state fair,or,0,0,,,,,,,,,,
Operating,Double,Double,1000,,,,Bottom,,otis ridge,ma,0,0,,,,,,,,,,
Operating,T-Bar,T-Bar,,,,,Bottom,,otis ridge,ma,0,0,,,,,,,,,,
Operating,Chair 1,Double,,,,,Top,3.1,otsego,mi,0,0,,,,,,,,,,
Operating,Chair 2,Double,,,,,Bottom,2,otsego,mi,0,0,,,,,,,,,,
Operating,Chair 3,Quad,1500,275,1278,400,Bottom,3.2,otsego,mi,0,0,,,,,,,,,,
Operating,Chair 4,Double,,,,,Bottom,,otsego,mi,0,0,,,,,,,,,,
Operating,Chair 5,Triple,1500,316,1784,500,Top,3.6,otsego,mi,0,0,,,,,,,,,,
Operating,Aerial Tram,Tram 10,,,,,Bottom,,pacoima dam,ca,0,0,,,,,,,,,,
Operating,Aspen,Triple,1550,1143,3450,455,Bottom,7.6,pajarito mountain,nm,0,0,,,,,,,,,,
Operating,Beginner,Double,1200,269,1105,350,Bottom,3.2,pajarito mountain,nm,0,0,,,,,,,,,,
Operating,Mother,Double,1200,1184,3592,500,Bottom,7.2,pajarito mountain,nm,0,0,,,,,,,,,,
Operating,Spruce,Double,1200,909,3136,500,Bottom,6.3,pajarito mountain,nm,0,0,,,,,,,,,,
Operating,Townsight,Quad,1650,1021,3285,465,Bottom,7.1,pajarito mountain,nm,0,0,,,,,,,,,,
Operating,Palm Springs Aerial Tramway,Tram 80,515,5873,12780,1970,Top,6.5,palm springs aerial tramway,ca,0,0,,,,,,,,,,
Operating,3 Kings,Triple,1800,439,2176,500,Top,4.4,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Bonanza Express,High Speed Six,3000,1122,5318,1000,Top,5.3,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Cabriolet,Cabriolet 8,3000,193,2705,800,Bottom,3.4,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Crescent Express,High Speed Quad,2400,1743,7200,1000,Top,7.2,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Day Break,Triple,,,,,Top,,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Dreamcatcher,Quad,1800,1533,4619,475,Top,9.7,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Dreamscape,Quad,,,,,Bottom,,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Eagle,Triple,1200,1155,2515,500,Top,5,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,First Time Express,High Speed Quad,2400,276,1823,1000,Top,1.8,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Flat Iron,Double,1200,4,1641,500,Bottom,3.3,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Frostwood Gondola,Pulse Gondola 6,460,166,1963,800,Bottom,2.5,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,High Meadow Express,High Speed Quad,2000,278,1965,1000,Bottom,2,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Iron Mountain Express,High Speed Quad,2400,1484,5181,1000,Top,5.2,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Jupiter,Double,1200,1000,3315,500,Bottom,6.6,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,King Con Express,High Speed Six,3400,1216,4438,1000,Top,4.4,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,McConkey's Express,High Speed Six,2400,1172,5260,1000,Top,5.3,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Motherlode Express,High Speed Quad,,,,,,,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Ninety Nine 90 Express,High Speed Quad,2400,1563,6680,1070,Bottom,6.2,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Orange Bubble Express,High Speed Quad,2400,1523,8709,1000,Top,8.7,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Over and Out,Quad,1800,278,2412,450,Top,5.4,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Payday Express,High Speed Six,3000,1278,5726,1000,Top,5.7,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Peak 5,Quad,1700,1038,2815,465,Bottom,6.1,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Pioneer,Triple,1800,968,3720,500,Top,7.4,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Quicksilver Gondola,Gondola 8,1500,1686,7767,1000,Top,7.8,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Red Pine Gondola,Gondola 8,2800,1119,6679,1000,Top,6.7,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Saddleback Express,High Speed Quad,2800,1121,4269,1000,Bottom,4.3,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Short Cut,Triple,,,,,Top,,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Silverlode Express,High Speed Six,3000,1322,5370,984,Top,5.5,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Silverstar,Triple,,,,,Top,,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Sun Peak Express,High Speed Quad,2800,1087,3729,1000,Top,3.7,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Sunrise,Double,,,,,Top,,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Super Condor Express,High Speed Quad,2650,1798,6910,1070,Top,6.5,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Thaynes,Double,1200,850,2800,500,Top,5.6,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Timberline,Quad,2400,360,2229,450,Bottom,5,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Tombstone Express,High Speed Six,3200,1734,6566,1000,Top,6.6,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Town,Triple,1800,1232,6665,500,Top,13.3,park city,ut,0,1,97,November - April,27,152,71,250,4,76110,Yes,No
Operating,Cascade Basin,Triple,1500,,,,Bottom,,pats peak,nh,0,0,,,,,,,,,,
Operating,Gusty,J-Bar,,,,,Bottom,,pats peak,nh,0,0,,,,,,,,,,
Operating,Hurricane,Triple,1800,677,2888,450,Bottom,6.4,pats peak,nh,0,0,,,,,,,,,,
Operating,Peak,Triple,1600,,,,Bottom,,pats peak,nh,0,0,,,,,,,,,,
Operating,Turbulence,Triple,1500,359,2097,425,Bottom,4.9,pats peak,nh,0,0,,,,,,,,,,
Operating,Valley,Double,1200,329,2350,400,Bottom,5.9,pats peak,nh,0,0,,,,,,,,,,
Operating,Vortex,Double,1150,,,,Bottom,,pats peak,nh,0,0,,,,,,,,,,
Operating,Skyline,Triple,,,,,Bottom,,pebble creek,id,0,0,,,,,,,,,,
Operating,Sunshine,Triple,1400,1145,3035,460,Bottom,6.6,pebble creek,id,0,0,,,,,,,,,,
Operating,Aspen,Triple,,,,,Top,,pebble creek,id,0,0,,,,,,,,,,
Operating,Chair 1,Triple,1800,310,2002,350,Bottom,5.7,peekn peak,ny,0,0,,,,,,,,,,
Operating,Chair 2,Triple,1800,310,2002,350,Bottom,5.7,peekn peak,ny,0,0,,,,,,,,,,
Operating,Chair 3,Triple,1800,292,1990,350,Bottom,5.7,peekn peak,ny,0,0,,,,,,,,,,
Operating,Chair 4,Double,1000,97,650,350,Bottom,1.9,peekn peak,ny,0,0,,,,,,,,,,
